インスタンスタイプ,インスタンスファミリー,インスタンスサイズ,アベイラビリティーゾーン,無料利用枠の対象,無料トライアルが利用できます,ベアメタル,ハイパーバイザー,vCPU,アーキテクチャ,コア,有効なコア,コアごとのスレッド,コアあたり有効なスレッド,持続クロック速度 (GHz),メモリ (GiB),ストレージ (GB),ローカルインスタンスストレージ,ストレージタイプ,ストレージディスク数,EBS 暗号化のサポート,EBS 最適化のサポート,ネットワークパフォーマンス,ベースライン帯域幅 (Gbps),バースト帯域幅 (Gbps),ENA 対応,ネットワークインターフェイスの最大数,インターフェイスあたりの IPv4 アドレス,インターフェイスあたりの IPv6 アドレス,IPv6 サポート,サポートされているプレイスメントグループ戦略,GPU,FPGA,自動復旧のサポート,サポートされているルートデバイスタイプ,Dedicated Host のサポート,オンデマンド休止のサポート,バースト可能パフォーマンスのサポート,現行世代,ENA Express のサポート,オンデマンド Windows 料金(USD/時間),オンデマンド Linux 料金(USD/時間),オンデマンド SUSE 料金(USD/時間),オンデマンド RHEL 料金(USD/時間),"オンデマンド ap-northeast-1-tpe-1 Windows 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 SUSE 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 RHEL 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 Linux 料金(USD/時間)",最大帯域幅 (Mbps),最大スループット (MB/秒､128 KiB I/O),最大 IOPS (16 KiB I/O),ベースラインの帯域幅 (Mbps),ベースラインスループット (MB/秒、128 KiB I/O),ベースライン IOPS (16 KiB I/O)
x2idn.24xlarge,x2idn,24xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,1536,2850,True,ssd,2,supported,default,75G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,18.92175,14.50575,14.63075,14.63575,,,,,60000,7500,260000,60000,7500,260000
x2idn.32xlarge,x2idn,32xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,2048,3800,True,ssd,2,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,25.229,19.341,19.466,19.471,,,,,80000,10000,260000,80000,10000,260000
x2idn.metal,x2idn,metal,"az2, az4, az1",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,2048,3800,True,ssd,2,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,25.229,19.341,19.466,19.471,,,,,80000,10000,260000,80000,10000,260000
x2iedn.xlarge,x2iedn,xlarge,"az1, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,128,118,True,ssd,1,supported,default,max 25G,1.875,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,1.39281,1.20881,1.26511,1.26881,,,,,20000,2500,65000,2500,312.5,8125
x2iedn.2xlarge,x2iedn,2xlarge,"az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,256,237,True,ssd,1,supported,default,max 25G,5,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,2.78563,2.41763,2.54263,2.54763,,,,,20000,2500,65000,5000,625,16250
x2iedn.4xlarge,x2iedn,4xlarge,"az4, az1",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,512,475,True,ssd,1,supported,default,max 25G,12.5,25,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,5.57125,4.83525,4.96025,4.96525,,,,,20000,2500,65000,10000,1250,32500
x2iedn.8xlarge,x2iedn,8xlarge,"az1, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,1024,950,True,ssd,1,supported,default,25G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.1425,9.6705,9.7955,9.8005,,,,,20000,2500,65000,20000,2500,65000
x2iedn.16xlarge,x2iedn,16xlarge,"az1, az4",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,2048,1900,True,ssd,1,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,22.285,19.341,19.466,19.471,,,,,40000,5000,130000,40000,5000,130000
x2iedn.24xlarge,x2iedn,24xlarge,"az1, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,3072,2850,True,ssd,2,supported,default,75G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,33.4275,29.0115,29.1365,29.1415,,,,,60000,7500,195000,60000,7500,195000
x2iedn.32xlarge,x2iedn,32xlarge,"az1, az4",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,4096,3800,True,ssd,2,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,44.57,38.682,38.807,38.812,,,,,80000,10000,260000,80000,10000,260000
x2iedn.metal,x2iedn,metal,"az4, az1",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,4096,3800,True,ssd,2,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,44.57,38.682,38.807,38.812,,,,,80000,10000,260000,80000,10000,260000
x2iezn.2xlarge,x2iezn,2xlarge,"az4, az2",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",4.5,256,-,-,-,-,supported,default,max 25G,12.5,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,2.786,2.418,2.543,2.548,,,,,3170,396.25,13333,3170,396.25,13333
x2iezn.4xlarge,x2iezn,4xlarge,"az2, az4",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",4.5,512,-,-,-,-,supported,default,max 25G,15,25,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,5.572,4.836,4.961,4.966,,,,,4750,593.75,20000,4750,593.75,20000
x2iezn.6xlarge,x2iezn,6xlarge,"az2, az4",FALSE,FALSE,FALSE,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",4.5,768,-,-,-,-,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,8.358,7.254,7.379,7.384,,,,,9500,1187.5,40000,9500,1187.5,40000
x2iezn.8xlarge,x2iezn,8xlarge,"az2, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",4.5,1024,-,-,-,-,supported,default,75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.144,9.672,9.797,9.802,,,,,12000,1500,55000,12000,1500,55000
x2iezn.12xlarge,x2iezn,12xlarge,"az4, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",4.5,1536,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,16.716,14.508,14.633,14.638,,,,,19000,2375,80000,19000,2375,80000
x2iezn.metal,x2iezn,metal,"az2, az4",FALSE,FALSE,TRUE,,48,x86_64,24,-,2,-,4.5,1536,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,16.716,14.508,14.633,14.638,,,,,19000,2375,80000,19000,2375,80000
z1d.large,z1d,large,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",4,16,75,True,ssd,1,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,0.319,0.227,0.283,0.287,,,,,3170,396.25,13333,800,100,3333
z1d.xlarge,z1d,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",4,32,150,True,ssd,1,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,0.638,0.454,0.51,0.514,,,,,3170,396.25,13333,1580,197.5,6667
z1d.2xlarge,z1d,2xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",4,64,300,True,ssd,1,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,1.276,0.908,1.033,1.038,,,,,3170,396.25,13333,3170,396.25,13333
z1d.3xlarge,z1d,3xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,12,x86_64,6,"2,4,6",2,"1,2",4,96,450,True,ssd,1,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,1.914,1.362,1.487,1.492,,,,,4750,593.75,20000,4750,593.75,20000
z1d.6xlarge,z1d,6xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",4,192,900,True,ssd,1,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,3.828,2.724,2.849,2.854,,,,,9500,1187.5,40000,9500,1187.5,40000
z1d.12xlarge,z1d,12xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"4,6,8,10,12,14,16,18,20,22,24",2,"1,2",4,384,1800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,7.656,5.448,5.573,5.578,,,,,19000,2375,80000,19000,2375,80000
z1d.metal,z1d,metal,"az4, az1, az2",FALSE,FALSE,TRUE,,48,x86_64,24,-,2,-,4,384,1800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,7.656,5.448,5.573,5.578,,,,,19000,2375,80000,19000,2375,80000
